userId,movieId,rating,timestamp
1,35,4.0,1000060638
1,1,3.0,1000152941
1,6,3.0,1000226786
1,16,3.0,1000291574
1,11,2.5,1000331464
1,27,2.0,1000340129
1,32,3.5,1000412195
1,31,2.5,1000454299
1,14,2.0,1000531868
1,28,2.5,1000602483
1,13,2.0,1000670045
1,29,2.5,1000695401
1,2,2.5,1000705308
1,38,3.5,1000737136
1,30,2.5,1000812804
1,39,3.0,1000891728
1,26,2.5,1000903473
1,9,2.5,1000980976
2,34,2.5,1001055768
2,21,3.5,1001066370
2,17,2.5,1001133677
2,14,2.0,1001180422
2,39,4.0,1001213440
2,16,2.5,1001235116
2,38,2.5,1001307316
2,26,3.0,1001388489
2,9,3.5,1001475206
2,22,2.5,1001563744
2,36,3.0,1001603984
2,10,3.0,1001618561
2,15,3.0,1001637162
2,11,2.0,1001652191
2,25,3.5,1001673565
2,3,2.0,1001753841
2,1,2.5,1001799783
3,17,3.5,1001884290
3,33,3.5,1001906468
3,32,3.5,1001979777
3,40,3.0,1002054296
3,4,2.5,1002065158
3,6,3.0,1002156731
3,28,3.0,1002229242
3,18,2.5,1002278635
3,3,3.5,1002299045
3,1,3.0,1002305527
3,11,3.0,1002311756
4,14,2.5,1002409298
4,16,3.0,1002464262
4,7,3.5,1002561607
4,23,3.0,1002597577
4,36,2.0,1002690494
4,27,2.0,1002696569
4,10,3.0,1002726723
4,39,2.0,1002788055
4,11,2.5,1002818886
4,26,3.0,1002906397
4,31,2.5,1002950422
4,6,2.0,1002960521
4,40,3.0,1002998106
5,33,3.0,1003040220
5,26,2.5,1003108253
5,35,2.0,1003184827
5,22,2.5,1003191644
5,2,3.0,1003192865
5,8,3.0,1003264440
5,17,4.0,1003362688
5,12,3.0,1003389513
5,34,3.0,1003399684
5,36,3.0,1003443963
5,4,4.0,1003531914
5,20,3.0,1003627253
5,14,3.0,1003694722
6,27,2.5,1003770315
6,21,3.0,1003843134
6,26,3.0,1003883963
6,19,3.0,1003941309
6,36,4.5,1004021825
6,9,3.5,1004083771
6,13,4.0,1004173326
6,40,2.0,1004236347
6,25,3.0,1004333810
6,22,2.5,1004345924
6,24,2.0,1004433936
6,29,3.5,1004478869
7,16,2.5,1004489414
7,20,2.5,1004572958
7,15,3.5,1004668113
7,13,3.5,1004733912
7,10,3.0,1004754254
7,2,3.5,1004755980
7,3,4.0,1004770950
7,40,4.5,1004800633
7,31,3.5,1004892847
8,30,2.5,1004965657
8,4,2.5,1004987518
8,36,3.5,1005050734
8,16,3.0,1005150270
8,8,2.0,1005234849
8,40,3.0,1005304176
8,9,2.5,1005336534
8,35,3.5,1005347689
8,21,3.0,1005379424
8,31,3.5,1005422328
8,25,4.0,1005433889
8,29,2.0,1005465200
8,15,2.5,1005486228
8,20,3.5,1005495646
8,24,3.0,1005540015
8,17,2.5,1005595511
9,14,2.0,1005647627
9,27,3.0,1005703548
9,25,2.5,1005800837
9,2,2.5,1005880906
9,38,3.0,1005945899
9,31,2.0,1006004024
9,1,2.5,1006055992
9,23,2.0,1006146008
10,26,2.5,1006191244
10,11,3.0,1006241936
10,30,2.0,1006298191
10,9,2.0,1006309926
10,35,3.0,1006409102
10,2,2.5,1006455972
10,40,2.0,1006465965
10,36,3.0,1006552391
10,6,2.0,1006557458
10,21,3.0,1006584588
10,14,3.0,1006667027
10,5,2.0,1006684571
10,28,3.0,1006700564
10,15,2.5,1006730133
10,32,2.5,1006764719
10,33,3.0,1006787711
10,37,2.5,1006886743
10,13,3.0,1006909208
10,39,4.0,1006924376
10,7,3.5,1006966264
11,25,3.0,1007022321
11,26,4.5,1007037154
11,13,2.5,1007085626
11,5,2.5,1007146884
11,16,3.5,1007204964
11,7,2.0,1007274350
11,20,4.0,1007310750
11,8,2.5,1007382289
11,3,3.0,1007444220
11,12,3.0,1007541037
11,18,2.5,1007584282
11,14,3.0,1007596641
11,22,2.0,1007656728
11,31,3.5,1007718638
11,32,3.5,1007807218
11,17,2.5,1007811979
11,21,2.5,1007855579
12,32,3.0,1007909850
12,14,2.5,1007942349
12,23,3.5,1008028008
12,17,3.0,1008087751
12,22,3.0,1008100947
12,18,2.0,1008154952
12,35,4.0,1008196087
12,1,3.5,1008245455
12,13,2.5,1008316043
12,3,2.5,1008414814
13,22,2.5,1008512624
13,23,2.5,1008608596
13,30,3.5,1008678361
13,18,3.5,1008692537
13,20,3.0,1008732366
13,17,3.5,1008756885
13,15,3.0,1008850686
13,8,4.0,1008887640
13,13,3.0,1008895786
13,11,2.5,1008988197
13,4,4.0,1009072803
13,24,3.0,1009138143
13,37,2.0,1009140750
13,25,2.5,1009203274
13,39,3.0,1009248931
13,6,2.0,1009256665
14,31,2.5,1009290195
14,8,2.0,1009345743
14,5,3.5,1009427800
14,26,3.0,1009497294
14,32,3.0,1009556322
14,38,3.0,1009634461
14,4,4.0,1009675487
14,10,3.5,1009684381
14,33,3.5,1009782385
14,37,2.5,1009810620
14,19,4.0,1009846307
14,36,4.0,1009867892
15,12,3.5,1009905948
15,36,3.5,1009966458
15,5,2.5,1009998053
15,11,4.0,1010080980
15,1,3.5,1010107908
15,27,3.0,1010180284
15,29,2.0,1010200812
15,31,4.0,1010220455
15,19,3.0,1010243202
15,2,3.0,1010322195
15,8,3.0,1010397802
16,29,3.0,1010495078
16,8,2.0,1010528894
16,30,2.5,1010559899
16,20,3.0,1010636291
16,26,3.5,1010640010
16,18,3.5,1010729127
16,33,3.0,1010805656
16,32,2.0,1010829618
16,40,3.0,1010916012
16,3,2.5,1010953470
16,37,2.0,1011031190
16,2,3.0,1011096641
17,31,3.0,1011135418
17,23,3.0,1011188906
17,27,3.0,1011262008
17,22,2.0,1011274550
17,21,2.0,1011317922
17,7,2.0,1011371898
17,11,4.0,1011373048
17,37,3.0,1011445166
17,38,2.5,1011453270
18,34,3.0,1011470185
18,24,2.5,1011553763
18,32,2.5,1011586128
18,29,3.0,1011627858
18,4,2.5,1011701242
18,14,2.5,1011731693
18,18,3.5,1011747564
18,9,2.5,1011763960
18,19,3.5,1011785141
18,15,2.5,1011880067
18,37,2.0,1011973526
19,27,3.5,1012028913
19,31,3.0,1012096463
19,39,3.0,1012097799
19,16,3.0,1012137931
19,30,3.5,1012214942
19,10,3.5,1012280120
19,25,4.0,1012339649
19,13,4.5,1012385885
19,9,3.0,1012458113
19,28,3.5,1012501289
19,3,4.0,1012593711
19,32,2.0,1012644907
20,27,4.0,1012689422
20,3,3.0,1012748133
20,21,2.0,1012809023
20,31,2.5,1012828917
20,25,2.5,1012915740
20,36,4.5,1012926547
20,10,2.5,1012962284
20,32,2.0,1013054078
20,39,3.0,1013065605
20,5,4.0,1013154994
20,17,4.0,1013205802
21,32,4.0,1013264955
21,35,2.5,1013305206
21,3,3.0,1013312234
21,5,3.0,1013320589
21,16,3.5,1013370720
21,19,4.0,1013403727
21,15,2.5,1013478904
21,6,4.0,1013503504
21,28,2.5,1013514854
21,4,3.5,1013565994
21,25,3.5,1013598560
21,21,2.5,1013675995
21,23,3.5,1013737438
22,17,3.0,1013764549
22,30,3.5,1013828884
22,40,2.5,1013879870
22,1,4.0,1013956211
22,39,2.0,1014048866
22,19,3.0,1014136141
22,11,2.5,1014138202
22,5,2.5,1014229091
22,29,3.0,1014236519
22,31,4.5,1014335190
22,12,4.0,1014373702
22,35,5.0,1014404864
22,10,2.5,1014452043
22,21,2.0,1014477963
22,14,2.5,1014567798
22,23,3.0,1014655198
22,9,3.0,1014674125
22,15,2.5,1014757367
23,3,3.0,1014794087
23,20,3.0,1014828768
23,29,3.0,1014892924
23,40,3.0,1014932608
23,24,3.0,1014978004
23,9,3.0,1015040389
23,6,4.0,1015059838
23,19,3.0,1015090409
23,21,3.0,1015186333
23,36,3.5,1015239422
23,14,4.0,1015313470
23,34,3.0,1015366187
23,7,1.5,1015437516
23,5,2.0,1015486827
23,26,3.0,1015575952
23,18,3.0,1015626893
23,12,3.0,1015676582
23,17,2.5,1015708229
24,2,2.0,1015779686
24,36,2.5,1015840145
24,21,3.0,1015938549
24,15,3.5,1016010353
24,5,2.5,1016108643
24,30,3.0,1016164022
24,20,4.0,1016229161
24,27,3.5,1016266827
24,8,2.0,1016316393
24,39,2.0,1016375680
24,40,3.0,1016424217
24,35,3.5,1016515090
24,10,3.0,1016600608
24,16,3.0,1016653792
24,4,2.0,1016670803
25,6,3.5,1016702342
25,14,3.0,1016722682
25,2,4.5,1016801798
25,4,1.5,1016821762
25,22,4.0,1016893569
25,16,3.0,1016917440
25,9,2.0,1016921819
25,39,2.5,1016969774
25,5,3.5,1017001960
25,27,3.5,1017005028
25,25,2.5,1017012896
25,18,2.0,1017069072
25,7,4.0,1017167807
25,19,3.0,1017227563
25,28,3.5,1017295834
26,7,3.5,1017354972
26,29,2.0,1017366561
26,33,2.0,1017387003
26,15,2.0,1017424049
26,3,2.5,1017501773
26,34,2.5,1017545395
26,20,2.5,1017624696
26,30,3.0,1017685165
26,2,2.5,1017742552
26,32,2.0,1017835535
26,16,2.0,1017922349
26,28,3.5,1017995613
26,13,3.0,1018024796
26,14,2.5,1018055745
26,22,2.5,1018116186
26,4,2.5,1018212817
26,38,2.0,1018269753
27,17,3.5,1018343677
27,24,2.0,1018418285
27,10,3.5,1018507104
27,31,2.0,1018554450
27,5,3.0,1018653791
27,6,2.5,1018749301
27,35,2.0,1018788001
27,34,3.5,1018835091
27,28,2.0,1018902598
27,4,2.5,1018989677
27,39,2.5,1019004861
27,30,2.5,1019078771
27,12,2.5,1019116283
28,15,2.5,1019169814
28,28,2.0,1019267934
28,36,3.5,1019272952
28,38,2.5,1019343483
28,2,2.5,1019399511
28,18,2.5,1019421142
28,37,2.5,1019516723
28,12,3.0,1019592118
28,35,3.5,1019600013
28,23,2.5,1019699898
28,25,3.5,1019789236
28,10,2.5,1019848315
28,11,3.0,1019912971
28,33,2.5,1019968258
28,1,3.0,1020068209
28,6,3.0,1020114451
28,5,2.5,1020152576
29,38,2.5,1020218769
29,32,3.0,1020242797
29,34,2.0,1020313603
29,20,3.0,1020380173
29,3,2.5,1020468735
29,15,3.0,1020479182
29,26,2.5,1020577442
29,4,2.0,1020580898
29,1,3.0,1020592103
29,7,3.0,1020668568
29,10,2.5,1020722576
29,31,3.5,1020778323
29,25,3.0,1020832411
29,5,1.5,1020875979
29,28,2.5,1020957997
29,9,3.0,1021049385
29,30,3.0,1021061936
29,11,3.0,1021076811
30,28,2.5,1021144721
30,38,2.5,1021215268
30,26,3.0,1021262061
30,34,3.0,1021347660
30,6,3.0,1021379628
30,39,2.5,1021414178
30,20,2.5,1021494135
30,22,2.5,1021581053
30,15,2.5,1021664359
30,11,2.5,1021764245
30,25,3.5,1021841197
31,37,2.5,1021902718
31,21,3.0,1021911174
31,39,2.5,1021949801
31,10,2.5,1021962636
31,29,3.5,1022030098
31,5,3.0,1022107162
31,31,3.5,1022205013
31,36,3.0,1022264960
31,20,3.0,1022340888
31,26,3.5,1022384031
31,9,3.5,1022450746
31,19,2.0,1022459855
31,2,3.0,1022505870
31,12,3.5,1022517923
31,17,4.0,1022541540
32,16,4.5,1022593319
32,29,3.0,1022638669
32,39,3.5,1022646532
32,34,3.0,1022732375
32,37,2.0,1022776588
32,11,2.0,1022866504
32,24,3.0,1022900533
32,36,4.5,1022987590
33,10,3.0,1023085422
33,22,3.5,1023155417
33,6,2.0,1023244295
33,40,3.0,1023292720
33,23,1.5,1023334203
33,20,2.0,1023363277
33,26,2.0,1023428013
33,9,2.5,1023447043
33,38,2.5,1023486813
33,37,3.0,1023501069
33,18,2.5,1023572817
33,13,3.5,1023642830
33,21,2.0,1023687970
33,34,3.0,1023769976
33,11,3.5,1023820353
33,5,2.0,1023845056
33,39,3.0,1023927941
34,11,3.5,1023989454
34,29,3.0,1024040506
34,3,3.0,1024096380
34,27,3.0,1024123554
34,24,3.0,1024142694
34,16,3.0,1024150533
34,39,2.5,1024200188
34,19,2.5,1024214634
34,34,3.5,1024283255
34,8,4.0,1024321618
34,18,2.5,1024343630
34,31,3.0,1024411916
34,10,2.0,1024470256
34,26,2.5,1024500358
34,37,3.0,1024547178
34,35,4.0,1024602559
34,7,2.0,1024669358
34,12,2.5,1024720973
34,22,4.0,1024771113
34,33,3.0,1024813883
35,22,3.5,1024825267
35,10,1.5,1024854533
35,9,3.5,1024927465
35,3,4.0,1025008272
35,19,2.5,1025023845
35,31,3.0,1025055992
35,38,2.0,1025063250
35,35,2.0,1025147998
35,29,3.0,1025208912
36,8,3.0,1025256156
36,32,2.0,1025311756
36,35,2.5,1025400340
36,2,2.0,1025448605
36,33,2.5,1025518556
36,16,2.5,1025586091
36,10,2.5,1025638268
36,19,4.0,1025644974
36,28,2.5,1025694903
37,2,3.0,1025718852
37,23,3.5,1025809594
37,5,3.0,1025901740
37,39,2.5,1025926631
37,16,3.0,1025935901
37,7,3.0,1025996889
37,22,2.5,1026024311
37,9,2.5,1026051455
37,3,4.5,1026093820
37,12,3.0,1026162372
37,18,3.5,1026234548
37,11,3.0,1026240347
38,13,3.0,1026309409
38,19,3.0,1026321237
38,23,4.5,1026332582
38,4,4.0,1026357234
38,22,2.5,1026400335
38,18,4.0,1026444316
38,8,3.0,1026485489
38,24,3.0,1026580554
38,28,2.5,1026671962
38,29,4.5,1026731568
38,40,2.5,1026778778
38,33,2.5,1026836786
38,15,3.0,1026845304
38,30,2.0,1026929864
38,11,2.5,1026998115
38,6,4.5,1027088166
38,16,4.0,1027093247
38,38,4.0,1027173882
38,31,3.5,1027232314
38,12,2.5,1027242126
39,24,2.5,1027261173
39,40,3.0,1027314344
39,25,3.0,1027351872
39,37,3.0,1027367741
39,3,1.5,1027393126
39,10,3.0,1027444849
39,29,4.0,1027461284
39,39,3.5,1027496400
39,33,3.5,1027525524
39,15,3.5,1027563955
39,38,3.5,1027629337
40,8,2.5,1027668395
40,9,3.0,1027690039
40,5,3.5,1027782818
40,29,2.5,1027831199
40,12,3.0,1027848106
40,37,3.5,1027867308
40,6,2.0,1027933060
40,21,1.5,1028006676
40,23,2.5,1028068939
40,32,3.0,1028142244
40,3,2.0,1028154544
41,20,5.0,1028214523
41,26,3.0,1028283334
41,31,3.5,1028356594
41,34,3.5,1028381444
41,27,3.0,1028399356
41,36,3.0,1028407619
41,5,3.0,1028476527
41,9,2.5,1028499108
41,21,2.5,1028593081
42,23,2.0,1028678096
42,34,2.0,1028755202
42,19,2.0,1028842543
42,6,2.5,1028922859
42,17,2.0,1028997733
42,13,2.5,1029002451
42,18,2.5,1029087527
42,9,3.0,1029123215
42,20,3.5,1029199206
42,32,3.0,1029283959
42,39,1.5,1029367162
43,19,2.5,1029409132
43,20,3.0,1029451985
43,31,3.0,1029498253
43,16,3.5,1029516392
43,26,3.0,1029584891
43,39,2.5,1029627718
43,30,3.0,1029644777
43,5,2.0,1029678272
43,4,2.5,1029685904
43,6,2.0,1029737255
43,15,4.0,1029793060
43,14,3.0,1029814992
43,37,3.0,1029891710
43,34,4.5,1029917591
43,7,3.0,1029983899
43,11,3.5,1030046085
44,20,2.5,1030132840
44,32,3.0,1030171293
44,2,2.5,1030186382
44,6,2.5,1030222046
44,26,3.0,1030275901
44,33,2.5,1030329406
44,30,2.5,1030404044
44,16,2.0,1030477556
44,14,2.0,1030529195
44,19,2.5,1030602265
44,12,3.0,1030684954
44,38,3.0,1030701526
44,29,2.0,1030715198
44,10,2.5,1030760642
44,35,3.5,1030809562
45,10,3.0,1030852312
45,13,3.5,1030934117
45,33,4.5,1030974338
45,26,2.5,1031041832
45,38,3.0,1031112606
45,3,3.0,1031187389
45,35,2.0,1031190569
45,34,3.5,1031279886
45,9,2.5,1031335482
45,23,3.5,1031431551
45,11,4.5,1031515029
45,37,2.5,1031578234
45,16,3.0,1031665163
45,17,4.5,1031741984
45,15,4.0,1031837539
45,5,2.5,1031901512
45,20,2.0,1031984959
45,27,4.5,1032035791
45,25,2.0,1032126015
